name,address,website,phone_number,reviews_count,reviews_average,search_query
Shri Tapodhani Aluminium Trading Company,"Xv 2758, Street No. 6, near banke bihari mandir, Bazar Sangatrashan, Chuna Mandi, Paharganj, New Delhi, Delhi 110055",tapodhani.com,919911087778,157,4.9,Company
Results,"T-1871 D, Ashok Nagar Uppar Ridge Road Jhandewalan, Karol Bagh, New Delhi, Delhi 110055",papercodetech.com,918595885110,65,5.0,Company
Ammonia Supply Co. (ASCO),"Central Square, Plaza 1,1073, 20, Manoharlal Khurana Marg, Bara Hindu Rao, Delhi, 110006",ascoammonia.com,919958298582,5,4.8,Company
Chopra & Company,"1520/28, Bhagirath Palace, Chhippy Wada, Chandni Chowk, Delhi, 110006",chopraco.com,919811408831,7,4.4,Company
RP Locks Company,"Shop No 11/5612, Gandhi Market, Ground Floor, Sadar Bazar, New Delhi, Delhi 110006",harrisonlocks.com,911123629250,0,5.0,Company
Mehta Trading Company,"1494, Behind Novelty Cinema, S. P. Mukharjee Marg, Delhi 110006",,911123940791,7,5.0,Company
Bencho Textile Company,"Block-1B, 6188 & 6189, F/S, F F, L/P, Street Number 3, Dev Nagar, New Delhi, Delhi 110005",,918045816590,8,5.0,Company
kbc and company pvt ltd,"2088-89, Kinari Bazar, Chatta Pratap, Chandni Chowk, Delhi, 110006",,911142474226,12,4.7,Company
G K TRADING CO.,"1st Floor, Bhagwan Ganj, 3011/37, Bahadurgarh Rd, Pahari Dhiraj, Sadar Bazaar, New Delhi, Delhi, 110006",,917290984525,7,5.0,Company
BNG Infotech Private Limited,"509-511 Gagandeep Building, Rajendra Place, New Delhi, Delhi 110008",bng.co.in,918100641006,65,4.5,Company
Deepee Scientific & Chemical Company,"4140, Naya Bazar Rd, Rui Mandi, Sadar Bazaar, New Delhi, Delhi, 110006",,911123935592,4,5.0,Company
Chaman Masala Company,"6635, Khari Baoli Main Road, New Delhi, Delhi 110006",chamanspices.com,919711968773,19,4.3,Company
Gulati & Company,"1487, Shyama Prasad Mukherjee Marg, Katra Ghel, Khari Baoli, Chandni Chowk, New Delhi, Delhi, 110006",indiamart.com,919811522624,12,4.3,Company
Shree Ambe Trading Company,"201, Library Rd, Azad Market, Nawabganj, Tis Hazari, Delhi, 110006",shreeambetrading.co.in,919560566621,4,5.0,Company
Nath Trading Company,"10674, 1st Floor, Jhandewalan Road, Nabi Karim, Delhi 110055",nathtrading.com,919811016567,2,3.0,Company
CAMEL MARKETING PVT LTD,"In Side, Metro Station, C-14, R K Mall, Pul Bangash, Red Line, Delhi, 110007",corporategiftshouse.com,919650071308,37,4.5,Company
JeeOmJee Gaichhap masala - Indian Spices Company,"C-23, Lawrence Road, Industrial Area, Keshav Puram, Tri Nagar, New Delhi, Delhi, 110035",omjeegaichhap.com,919810811773,56,4.7,Company
M & B Trading Company,"Shop No, 7, Chawri Bazar Rd, Chawri Bazar, Chandni Chowk, New Delhi, Delhi, 110006",mbtrading.co.in,911123265613,3,3.7,Company
Alstone WPC Manufacturer in India,"2E/7, Block E 3, Jhandewalan Extension, Jhandewalan, New Delhi, Delhi 110055",alstoneindia.in,919810846953,96,4.5,Company
Omniscient IT Solutions Pvt. Ltd,"4, 28, Saraswati Marg, Block 15A, WEA, Karol Bagh, New Delhi, Delhi, 110005",omniscientitsolutions.com,919811027310,49,4.4,Company
Sai Machinery Company,"DDA MIG FLATS, 14-D, near Jhandewalan Devi Mandir Marg, Motia Khan, Housing Complex, New Delhi, Delhi 110055",saimachinery.com,919953149430,6,5.0,Company
Bajaj & Company,"772/4, Tilak Bazar, Katra Ghel, Khari Baoli, Chandni Chowk, Delhi, 110006",bajajauto.com,919310665656,0,5.0,Company
Results,"61/4255, Padam Singh Rd, Block 29, Block 1, Regar Pura, Karol Bagh, Delhi, 110005",himalayanitsolutions.com,919899098509,48,3.9,Company
BAJAJ TRADING COMPANY,"2857/7 , Shardanand Marg, Garstin Baston Rd, behind Shop No.56, opposite Vishal Trading Company, Delhi, 110006",bajajtradingcompany.com,918287478119,9,5.0,Company
Kay & Company,"Netaji Subhash Marg, Old Delhi, New Delhi, Delhi, 110002",medicaldisposabledevices.com,911143195600,0,5.0,Company
Tirupati Scientific & Chemical Company,"88-D, Block D, Kamla Nagar, Delhi, 110007",tirupatiscientific.com,919818002270,26,4.6,Company
Exclogy Software Solutions Pvt. Ltd,"1st Floor, 2972, Gali No. 2, Bazar Sangatrashan, Chuna Mandi, Paharganj, New Delhi, Delhi 110055",exclogy.com,919560195359,15,4.9,Company
Ram Avtar & Company,"4/3, Desh Bandhu Gupta Rd, Arya Nagar, Paharganj, New Delhi, Delhi 110055",,911130961694,3,3.0,Company
Webtel Electrosoft Ltd.,"1st Floor, Rattan Jyoti Building, 110-114, 18, Rajendra Place, New Delhi, Delhi 110008",webtel.in,911145054000,294,4.1,Company
ENGLISH CHANNEL COMPANY,"Police Station, 9/6205-6206, Jain Mandir Gali Number 1, near Gandhi Nagar, Gandhi Nagar, Subhash Mohalla, Seelampur, Delhi, 110031",instagram.com,911171414735,155,4.9,Company
Baba Trading Company,"First Floor, Shop No 2194, 3, Chah Indara, Bhagirath Palace, Chhippy Wada, Old Delhi, New Delhi, Delhi, 110006",zipron.in,918076518208,2,5.0,Company
B. Lall & Company (Pharmaceutical Distributors),"1581, 3-4, Bhagirath Palace, Chhippy Wada, Chandni Chowk, New Delhi, Delhi, 110006",blall.in,911147066966,6,4.5,Company
Appfinz Technologies,"Nr Deep Chand Bandhu Hospital, B590 Ground Floor, Bunkar Colony, Phase 4, Ashok Vihar, New Delhi, Delhi 110052",appfinz.com,918340725097,48,4.8,Company
Results,"T-1871 D, 2/F, Ashok Nagar Uppar Ridge Road Jhandewalan, Karol Bagh, New Delhi, Delhi 110055",softgianttech.com,918595885110,9,5.0,Company
Scrrum Labs Private Limited,"We-start co-working space, 2E/25, Jhandewalan Extension, Block E 2, Jhandewalan Extension, Karol Bagh, New Delhi, Delhi 110055",,919899929886,13,5.0,Company
Bigwig Media Digital - Digital Marketing Company,"Plot # 2, Sanjay Nagar, Gulabi Bagh, New Delhi, Delhi, 110007",bigwigmediadigital.com,918368573451,77,5.0,Company
Gupta Sewing Machine Company,"2639, Sadar Thana Rd, Narain Market, Sadar Bazaar, Delhi, 110006",,919868125440,21,4.2,Company
Arun Trading Company,"Shop No, 4049, Nai Sarak, near transformer, Chawri Bazar, Chandni Chowk, New Delhi, Delhi, 110006",,918802103104,6,3.7,Company
Gopal trading company,"First floor barshabulla, 196, Gali batashan, Manohar Market, Chawri Bazar, Chandni Chowk, New Delhi, Delhi, 110006",,919212513022,9,4.4,Company
Thakur & Company,"House A, Thakur, 892, Shyama Prasad Mukherjee Marg, behind Novelty Cinema, Chandni Chowk, Delhi, 110006",,919810239418,153,4.2,Company
A TO Z MAGNET MFG.CO.,"Serial, 27, Diwan Hall Rd, Lajpat Rai Market, Old Delhi, Delhi, 110006",atozmagnet.tradeindia.com,919350451188,58,3.3,Company
THE BAMBOO CHICK COMPANY,"SHOP NO 1/1, Sadar Bazaar, Cantonment, Delhi, New Delhi, Delhi 110010",youtube.com,919891413647,6,5.0,Company
Nizaam Studio,"Ground Floor, 5993, Nawab Rd, Basti Harphool Singh, Ahata Kidara, Sadar Bazaar, Delhi, 110006",nizaamstudio.com,917428208893,14,5.0,Company
India Trading Co.,"2718/7, Bazar Sangatrashan, Chuna Mandi, Paharganj, New Delhi, Delhi 110055",indiatradingco.in,918826977119,4,3.3,Company
Bestosign - Pasco Plastic Company,"Railway Station, 3765, Ram Thirath Patwa Street, opposite New Delhi, Paharganj, New Delhi, Delhi 110055",,919810180917,14,4.1,Company
Advit Ventures Private Limited (Solar Energy EPC,"202, Floor 2, Onkar House, 4575/15, Main Aggarwal Road, Old Delhi, New Delhi, Delhi, 110002",advitventures.com,918447500317,18,4.4,Company
"Aluminium Trading Company, HINDALCO Auth Stockist","5/5, Desh Bandhu Gupta Rd, next to McDonald’s, Arya Nagar, Paharganj, New Delhi, Delhi 110055",aluminiumtradingcompany.com,919810089775,14,3.4,Company
Pk Lift Elevators,"House Number 575, Ambedkar Dharamshala, Street No 2, Green Market, Pahari Dhiraj, Maidan Garhi, New Delhi, Delhi, 110068",pkliftelevators.co.in,919911066870,14,5.0,Company
Bahubali Aluminium Company,"G-12, Pushpa Complex,, Desh Bandhu Gupta Rd, Paharganj, New Delhi, Delhi 110055",,919310488239,7,4.6,Company
Sardari Lal & Company,"3367, Hauz Qazi, Hauz Qazi Chowk, Khush Dil, Old Delhi, Delhi, 110006",,919310006256,7,4.3,Company
Results,"Office No 1010, Nearb Metro Station, 18/10, Block 18, Upper First Floor, near Mother Dairy, West Patel Nagar, Patel Nagar, Delhi, 110008",posonline.net.in,919811150902,121,4.7,Company
GNS PRODUCTS,"1170 Baradari, Gali Teliyan, Tilak Bazar, Khari Baoli, Sadar Bazaar, Delhi, 110006",gnsproducts.co.in,919810180920,6,5.0,Company
Murari & Company,"Shop Number 2397, Chatta Shahji Rd, Pai Walan, Chandni Chowk, New Delhi, Delhi, 110006",,911130251451,0,0.0,Company
Dreams Mattress,"Ground Floor, 4415, Bahuji Gali, Deputy Ganj, Pahari Dhiraj, Sadar Bazaar, New Delhi, Delhi, 110006",dreamsonlinestore.in,918130327659,10,4.2,Company
Mobile Skin Software,"47, Rani Jhansi Rd, Motia Khan, Jhandewalan, New Delhi, Delhi 110055",mobileskinsoftware.com,919555263344,131,4.8,Company
Actis Technologies Pvt. Ltd. - Delhi,"209, 2nd Floor, Central Square, Plaza No. 3, Unit, Bara Hindu Rao, New Delhi, Delhi 110006",actis.co.in,911149071673,9,4.6,Company
Diesel engine spare parts (swastik engineering and trading company),"2766, Hamilton Road, Mori Gate, kishan ghanj, South Indian Madrasi Colony, Mori Gate, Delhi, 110006",manojtractors.com,918045804373,7,4.3,Company
Burman & Company,"4065, Ajmere Gate Rd, Ajmeri Gate, New Delhi, Delhi, 110006",vypzee.com,911148042338,4,4.8,Company
Imam Cap Industries,"110/7786 1st Floor Katra Atma Ram Near: Filmistan Cinema, Chamelian Marg, Bara Hindu Rao, Karol Bagh, Delhi, 110006",imamcap.com,918800821180,12,4.9,Company
BAIF,"E-1, First floor, DDA Market, MOR Land, New Rajinder Nagar, New Delhi, Delhi 110060",baif.org.in,911128741031,6,4.2,Corprate
Select Insurance Surveyors & Loss Assessors Pvt. Ltd.,"301-302, Samrat Bhawan, 3rd Floor, A-7-8-9, Ranjit Nagar Commercial Complex, Opp. Shadipur Metro Station, New Delhi, 110008",selectsurveyors.in,911125701274,6,4.7,Corprate
Deepalaya Corporate Office,"46, D Block, Janakpuri Institutional Area, Janakpuri, Delhi, 110058",deepalaya.org,911128520347,40,4.5,Corprate
Sirca Paints India Limited,"G-82, Bhimsen Dhingra Rd, Block G, Kirti Nagar, New Delhi, Delhi, 110015",sircapaints.com,911142083083,93,4.2,Corprate
Ozel,"26/1, Shivaji Marg, Najafgarh Road, Moti nagar, New Delhi, Delhi 110015",,911147481470,2,4.0,Corprate
I Cube Lighting Solutions,"5, South Patel nagar, New Delhi, Delhi 110008",,911145052219,0,0.0,Corprate
JITF Infralogistics Limited,"Jindal Saw Limited, ITF Centre, 28, Shivaji Marg, Block C, Najafgarh Road Industrial Area, New Delhi, Delhi, 110015",,919818006978,8,4.0,Corprate
SAKSHAM BUILDERS,,,919811736136,0,0.0,Builders
Rajvanshi Homes Builders & Collaborators,"157, Deepali, Pitampura, Delhi, 110034",,919911067066,0,5.0,Builders
Maggu Builders,"B4/10, Sector 7, Rohini, Delhi, New Delhi, Delhi 110085",,919811532460,2,5.0,Builders
Cosmic Structures Limited,"Plot No. 2, LSC New Rajinder Nagar, New Delhi, Delhi 110060",,911204792710,3,2.3,Builders
Fragrance Tower by Makhija Builders,"A-247, The Fragrance Tower, A Block, Majlis Park, Adarsh Nagar, New Delhi, Delhi 110033",,918826922277,3,5.0,Builders
Aspira Innovative Builders Interiors,"Block B, Rana Pratap Bagh, Ashok Vihar, Delhi, 110007",,919717007995,0,0.0,Builders
Narula Motors,"8/28 W, E. A, Abdul Aziz Rd, Karol Bagh, Nrw Delhi, Delhi 110005",,919811129292,4,4.5,Dealers
Results,"W-155/245 Rakhi Market, near Rama Road, Zakhira, Delhi, 110015",,919811193566,58,5.0,Dealers
PP Cars Private Limited,"23/23 1st Floor, Puran Chand Yogi Marg, East Patel Nagar, New Delhi, Delhi 110008",,911142481010,2,4.0,Dealers
JAZZ AUTOS,"26/32, Block 26, East Patel Nagar, Patel Nagar, New Delhi, Delhi 110008",,919891448877,6,3.7,Dealers
JAZZ AUTOS,"Gupta Arcade, 213/5, Mayapuri Industrial Area Phase II, Mayapuri, Delhi, 110064",carscrapdealer.in,919306931880,22,5.0,Dealers
Results,"Gupta Arcade, 213/5, Mayapuri Industrial Area Phase II, Mayapuri, Delhi, 110064",carscrapdealer.in,919306931880,22,5.0,Dealers
B.S. Motors (Scrap Car Dealers),"C-225/19, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi, 110064",sites.google.com,917303349537,4,5.0,Dealers
A.M. Motors,"Dewan House, Shop No. G-, 8, Ajay Enclave, Meenakshi Garden, Ashok Nagar, Delhi, 110018",ammotors.in,919810121025,8,4.5,Dealers
Upper India Trading Co P Ltd - Hero MotoCorp,"Gol Chakkar, Plot No 14, Najafgarh Road, Shivaji Marg, nearby Zakhira, New Delhi, Delhi 110015",dealers.heromotocorp.com,919289924343,191,3.5,Dealers
"Bajaj Auto (Bagga Link Service, New Delhi, Karol Bagh)","Link Road Karol Bagh, Near Jhandewalan Metro Station, Central Ridge Reserve Forest, New Delhi, Delhi 110005",bajajauto.com,919910399106,1139,3.6,Dealers
jay deep estate,"T 406, Block B, Baljit Nagar, Patel Nagar, New Delhi, Delhi, 110008",,919560416276,0,0.0,Real Estate
Navdurga group real estate pvt ltd,"2, AGGARWAL MILLENIUM TOWER, G-72, Netaji Subhash Place, Pitampura, Delhi, 110034",navdurgaproperties.com,919310092536,10,5.0,Real Estate
NEW BALAJI PROPERTY,"near sanjivya model school, Block 2A, Sat Nagar, Karol Bagh, Delhi, 110005",,919213521804,0,0.0,Real Estate
Results,"Jai Guruji Tower, 7/16, Block 7, Kirti Nagar Industrial Area, Kirti Nagar, Delhi, 110015",,919810029610,6,5.0,Real Estate
Bedi Real Estate,"B-40/8, Mayapuri Industrial Area, Mayapuri Industrial Area Phase I, New Delhi, Delhi 110064",,918744885544,8,5.0,Real Estate
UNIQUE ESTATES,"Shop No-1, E/199, C-4, Janakpuri, opposite Janak Nursing Home, Block C4A, Block C 4E, Janakpuri, New Delhi, Delhi, 110058",,919654137185,24,5.0,Real Estate
Sabharwal Real Estate,"Wh-70, Block B, phase -1, Mayapuri, New Delhi, Delhi, 110064",,917303226338,0,5.0,Real Estate
Padam Associate Property Dealer - Real Estate Broker in Punjabi Bagh,"Building No. 2, 1st Floor, Local Commercial Complex, Club Rd, Punjabi Bagh, West, New Delhi, Delhi, 110026",padamassociate.com,919310267877,7,4.3,Real Estate
Yadav Estate,"1 ,Shop, 4D, 3, Old Rajinder Nagar, New Delhi, Delhi 110060",,918130727340,2,4.5,Real Estate
Parul Mittal Real Estate,"G-25, Plot No-A-7, Agrawal Corporate Height, Netaji Subhash Place, Pitampura, New Delhi, Delhi 110034",,919350249579,2,5.0,Real Estate
Rawal Associates - Real Estate and Interior Designer,"G9, RG Trade Tower, NSP, Netaji Subhash Place, Pitampura, Delhi, 110034",rawalassociates.in,919999518626,11,5.0,Real Estate
Results,"37/8, GFlr, Chela Ram Rd, Block 37, Rajendra Park, Rajinder Nagar, New Delhi, Delhi 110060",,919312477711,0,0.0,Real Estate
NEO INSTRUMENTS COMPANY,"7078/9, Karol Bagh West Extension Area, Nehru Nagar, Mata Rameshwari Nehru Nagar, Karol Bagh, New Delhi, Delhi, 110005",goldtestmachine.com,918035928800,3,3.7,Company
Silvertone Gravu Flex Pvt Ltd,"1st floor, Najafgarh Rd, opp. Metro Pillar Number 311, Moti Nagar, DLE Industrial Area, Kirti Nagar, New Delhi, Delhi, 110015",silvertone.in,918800160396,45,4.1,Company
Jayant Trading Company,"FF, Shop, Bawa Plaza, 13/31, Street Number 1, near Gaffar Market, Block 13, WEA, Karol Bagh, New Delhi, Delhi, 110005",,919773925681,0,0.0,Company
AERO PACK,"18/10, Block 18, West Patel Nagar, Patel Nagar, New Delhi, Delhi, 110008",aeropack.net.in,911125884830,22,4.1,Company
Q-Manager,"811, 8th Floor, Pearls Omaxe Tower-1, B-1, Netaji Subhash Place, Pitampura, Delhi, 110088",q-manager.com,919910398700,19,4.1,Company
Prime Engineers,"S-12, 22/2, Lane, Delhi, India, No. 12, Anand Parbat Industrial Area, New Delhi, Delhi 110008",,918048965673,7,1.6,Company
Dewinter Microscope,"No. 2/15, 3rd Floor, Station, Main Patel Rd, beside Metro Station Patel Nagar, Block 2, West Patel Nagar, Patel Nagar, New Delhi, Delhi 110008",dewintermicroscope.com,911125888332,109,4.7,Company
SPAY Technology Private Limited,"70/A2, Rama Rd, Karampura Industrial Area, Najafgarh Road Industrial Area, Delhi, 110015",spayindia.in,919250072500,125,4.0,Company
Emerosa Jewellery,"Second Floor, B-8/57, Sector 11, Rohini, Delhi, 110085",,918587894708,0,0.0,Jwellery
"Mash Jewels- Jewellery Shop , Gold And Diamond Jewellery","Lower Ground, Plot No. - 7, opp. Metro Pillar Number: 348, Kapil Vihar, Pitampura, New Delhi, Delhi, 110034",mashjewels.com,919899100263,12,4.7,Jwellery
"Mash Jewels- Jewellery Shop , Gold And Diamond Jewellery","Lower Ground, Plot No. - 7, opp. Metro Pillar Number: 348, Kapil Vihar, Pitampura, New Delhi, Delhi, 110034",mashjewels.com,918069203642,527,4.9,Jwellery
"CaratLane Jewellery Shahdara, Delhi","Main 100 Feet Rd, A-3, Upper Ground Floor, Old Plot 9, Kabir Nagar, Babarpur, Delhi 110032",caratlane.com,918069203642,527,4.9,Jwellery
JEWELET - Renting Jewellery Online,"Online Store, Block UP, Poorvi Pitampura, Pitampura, New Delhi, Delhi, 110034",jewelet.in,919990859385,12,4.7,Jwellery
Sehgal jewellery,"opp-no.1 govt school, C-7/35, Keshav Puram, Delhi, 110035",,919811612325,33,4.3,Jwellery
Apex Silver Jewellery,"B-5/29, Pocket 5, Sector 7, Rohini, New Delhi, Delhi, 110085",apexjewellery.in,919100606555,0,5.0,Jwellery
"CaratLane Jewellery Vegas Mall Dwarka, Delhi","S-252, Second Floor, Vegas Floor, Plot 6, Sector 14 Rd, Pocket 1, Sector 14 Dwarka, Kakrola, New Delhi, Delhi, 110078",caratlane.com,918069248287,1196,4.9,Jwellery
"CaratLane Jewellery Ambedkar Road, Delhi","41, Ground Floor, Ambedkar Rd, opposite Tanishq Jewellery, New Gandhi Nagar, Bagh Bhathyari, Nehru Nagar, Ghaziabad, Uttar Pradesh 201102",caratlane.com,918069248246,942,4.9,Jwellery
aim public school,"Gali Number 26A, Swatantra Nagar, Narela, Delhi, 110040",vcard.catlog.co.in,917982659925,0,0.0,School
National Public School,"Safiabad Rd, Master Colony, Narela, New Delhi, Delhi, 110040",nationalpublicschool.in,919891505010,0,0.0,School
Krishna Kids Kingdom Convent School,"R4P9+F5H, Sector B-2, Tikri Khurd, Delhi, 110036",,919213419511,0,0.0,School
"Crayon Box School Burari, Delhi","6/20, D-Block, Shastri Park Extension Colony, Garhi Khasru, Shankarpura, Burari, Delhi, 110084",crayonboxpreschool.in,919811102008,58,4.8,School
Govt Co-ed Senior Secondary School,"Q3XX+VV4, Holambi Khurd, Delhi, 110082",,918161991373,0,0.0,School
Credence Global School - Best School in Narela,"33/17, gali number 13, Safiabad Road, sanjay colony, Master Colony, Narela, New Delhi, Delhi 110040",credenceglobalschool.com,919718393138,0,0.0,School
Parvati Modern Public School Narela,"Main Saboli Road, Rajeev Colony, 10, Ch Ramdev Marg, near Shiv Temple, Punjabi Bagh, Narela, Delhi, 110040",,919873870252,0,0.0,School
Rana Public School,"V.P.O, 483/1, Bawana Rd, Shahbad Daulatpur Village, Rohini, Delhi, 110042",ranapublicschool.com,919891305671,0,0.0,School
IRA CONVENT SCHOOL,"V42J+46F, Nehar Wali Patri, Singhu, Pindori Maya Singh, Delhi, 110036",,917289097650,0,0.0,School
Mother's Care School,"Sawtanter Nagar Narala, Delhi, New Delhi, Delhi 110040",,919211465069,0,0.0,School
Kids Planet Scholar's Public School,"no.1, Dda Flats Flats 265-272, Dda Flats, 1, Punjabi Colony, Narela Mandi, Narela, Delhi, 110040",,919811854339,0,0.0,School
Aastha Play School,"Gali No. 11, Gautam Colony, Narela, Delhi, 110040",,918744954033,3,3.7,School
Khemo Devi Public School,"V36M+XWF, Kh. No. 33/4, Safiabad Rd, near Bharat Gas Agency, Gautam Colony, Narela, Delhi, 110040",kdps.in,919999976997,0,0.0,School
Kids Choice Play School,"R3VM+3Q2, Sawtanter Nagar Narela, Narala, New Delhi, Delhi 110040",,918383004091,0,0.0,School
Sant Gyaneshwar Model School,"Extended Lal Dora, Lakhmi Enclave, Alipur, Delhi, 110036",santgyaneshwarmodelschool.in,917303408099,0,0.0,School
The Mann School,"Holambi Khurd, Delhi, 110082",themannschool.com,917777041041,0,0.0,School
Mother's Care Special School,"Plot no 66, Pocket, 1, Pocket-1, Sector A9, Narela, New Delhi, Delhi, 110040",,919212539212,0,0.0,School
Sunshine School,"Dhanak Chopal, near sant Soham hospital, Ishwar Colony, Bawana, Delhi, 110039",ssdelhi.in,919136580222,0,0.0,School
jai hind international school,"48/20,krishna nagar colony, Singhu border, road, Narela, Delhi, 110040",,918178739187,0,0.0,School
Government co-education sr. secondary school,"SKV SCHOOL, A Block Rd, Metro Vihar, Holambi Kalan, New Delhi, Delhi, 110082",,911127700972,0,0.0,School
Chhoturam Public School,"R5FC+9JC, Main Road, opp. Bank of India, Bakhtawarpur, Delhi, 110036",crpsdelhi.in,911127722507,0,0.0,School
Sonu Traders,"Shop No ,1 Main Bawana Chowk, Bawana, New Delhi, Delhi 110039",,919971157129,0,0.0,Traders
Kaizon Multi Trading,"Office No. 05, Ground Floor, Bhardwaj Market, Alipur - Narela Rd, Alipur, Delhi, 110036",,918048981182,0,0.0,Traders
Nuvoco - Sanjay Traders,"1st Block, No H/15A, Rana Park, Siraspur, Alipur, New Delhi, Delhi 110042",stores.nuvonirmaan.com,919810847613,0,0.0,Traders
Nuvoco - Jai Om Traders,"Plot No 123, near RG Farm House, Budhpur, New Delhi, Delhi, 110082",stores.nuvonirmaan.com,919811219255,0,0.0,Traders
